review_body,language,sentiment_label,product_category
"Eine schöne rustikale und gleichzeitig verspielte Gardine aus Baumwolle/Leinen - das hatte ich gesucht und mich sofort in dieses Teil verliebt. - Herbe Enttäuschung: die Verarbeitung ist ganz schlecht, das Muster wohl maschinell ausgestanzt und miserabel umnäht, sieht einfach nur billig aus. Ich gebe trotzdem zwei Sterne, weil keine synthetischen Stoffe im Spiel sind und das Design zumindest sehr ansprechend entworfen (aber leider nicht umgesetzt) wurde.",de,negative,home
"Vend des produits d'occasion, affichés comme des articles neufs !",fr,negative,toy
Horrible very cheaply made product and,en,negative,wireless
All my friends want one since they saw mine. Very cute and compact but also sharp.,en,positive,sports
"Después de cuatros usos se ha roto por la zona de la entrepierna. Además, me queda bastante pequeño en relación a la talla.",es,negative,toy
Exactly what i wanted and more.,en,positive,toy
Niveles de luz demasiado similares. El mínimo es demasiada luz. Una pena porque son de calidad.,es,negative,home
耳に装着したが、自分の耳にちょうどフィットしていい感じだ。重さも気にならない。自分の用途は音楽聞きながらのランニングなので、耳に装着した状態で音量の増減、一時ストップ、電源オフオン、曲の前後移動をしてみたが、まったく迷うことなく使うことができた。これは自分の用途からすると非常に助かる。装着性と運用性は問題ないので、あとは防水仕様ということなのでちょっとした汗や雨に耐えられるかということと、全体としての耐久性、現時点ではコスパの高い、非常にいい、おすすめ商品だと思う。,ja,positive,electronics
Nous n’avons pas reçu la commande encore ? Pouvez-vous nous en dire plus svp? idem pour l’autre montre d’une autre couleur,fr,negative,watch
ティーバッグ1つを濃い目に煮出して飲みました。翌日の夕方に腹痛があり、下痢をしてしまいました。症状はすぐに治まりましたが、お腹が弱い方は要注意です。,ja,negative,drugstore
同じような商品が多数ある中でこの商品に決めたのは、「保証期間内に万が一故障したら、こちらはすぐ無料で新品と交換いたします。」と記載されていたからです。 12月初旬にカバーが破れているのに気が付き、約11か月使用できたからいいかと思ったのですが購入の決め手が 「保証期間内に万が一故障したら、こちらはすぐ無料で新品と交換いたします。」だったので販売者に連絡しました。 販売者は中華系、日本語で連絡したところ、回答が中華語だったのでこの時点で怪しい。 通常は質問の言語に合わせてくるのが当たり前。（質問内容が理解できているのだから） Google翻訳で内容を翻訳したところ、どのような状態か？など何回かやり取りをし 、 最後に状態の写真を送れとのこと。 写真を送ったら、最後連絡が「保証期間が過ぎているので理解してくれ」とのこと。 2018年1月28日購入→初めての連絡 2018年12月24日 保証期間内だと思うのですが。 購入を考えている方は、「保証期間内に万が一故障したら、こちらはすぐ無料で新品と交換いたします。」には十分注意してください。,ja,negative,sports
还可以再恶心一点，贴住条码，撕开条码扫不到，才到手两天后买不到一个星期就降价。恶心的亚马逊，再来买我是猪。,zh,negative,beauty
復習がテーマなのだろうが、後味が不快すぎる上、爽快感はひと欠片もない。細かいツッコミを入れるまでもなくゴミ。片方の女の不愉快度を我慢して最後まで見たが、これほど時間を無駄にしたと感じた映画はなかった。,ja,negative,digital_video_download
国内水彩教程大多都是针对0基础的，画风也是简笔画小清新的那种，学过一段时间后就觉得那样的再画下去也不怎么进步了。 而这本是很认真在教你如何在稍微有点基础的前提下进阶，特别适合有素描基础的。我也很喜欢欧美那种超写实古典画风，但是一下子要画得这么细致也稍有难度，正需要一个这样的桥梁过渡一下。 确实和大多数小清新简笔画教程比起来，画的步骤较少，文字描述较多。作者可是很严肃的在教授你理论和技巧，多读几遍再练习就会有很大的收获。 给四颗星而不是五颗，因为练习用的原画和照片印的太小了。尤其是照片，这种尺寸还不如不放出来。,zh,positive,book
見た目、使いやすさ共にすごく素敵な商品でした。ただ買ってからまだ1ヶ月経っていないのですがリングのネジが出てきてカタカタするようになってしまいました。他のレビューを見ているとそんなこともなさそうなので自分だけなのかなとも思いますが普通にリングとして指を倒したりスマホスタンドの代わりに使っているだけなので壊れやすいのだけが残念でした。😞,ja,negative,wireless
"Estando todo el día cargando una vez se va el sol no duran nada. Conste que las he puesto en el ventanal, no en el exterior. Pero su función solar es pésima. Mañana probaré cuanto duran las pilas.",es,negative,home
Hyper déçu ! Je pensais c était une coque avant et arrière complète.. mais non! En faite c est partout sauf l écran ! Qui est pour moi le plus important..,fr,negative,wireless
不要让老顾客失望的说！书好歹包装下，送同学的，她都让我直接给差评了。,zh,negative,book
Won't load even a bit. And it does not have a lot of options. So sorry not for me. Plus I make better houses.,en,negative,other
"Envío rápido, como siempre. Perfecto si no quieres que tu enchufe sobresalga mucho de la pared, ya sea porque tienes un mueble pegado a ella o cualquier otro mobiliario.",es,positive,home_improvement
très bon produit livraison rapide,fr,positive,drugstore
質が良かったですね！このクロゼットは軽いけど、質がとてもいいです。友達からこの商品のコメントを聞きましたから、購入しました。最初は商品の質にちょっと心配したが、やっぱり人を失望させなかったね！おすすめです！,ja,positive,home
"It said it came in a pack of two, but there’s only one. They even put a sticker on it saying it was two but it’s not. And the plastic is ripped open on the side.",en,negative,kitchen
"Compré este cable para una tele pequeña que tengo situada justo al lado de la toma de antena . Necesitaba un cable que fuese corto y flexible , este producto cumple los dos requisitos y con una buena calidad de imagen.",es,positive,electronics
旅行用に家電屋さんで物色、見た目もお値段も可愛く、便利なUSB差し込み口もついていたので、Amazonさんで注文しました。 邪魔になるかなと思ったのですが、バータイプよりコンパクトに収納できるような気がします。 ただ、使い始めだからか、差し込み口がかたいです、抜き差しに手こずります。 USBが要らない方は、全面コンセントタイプもありますし、延長コードの有無も選べて、連結までできちゃう優れものです。,ja,positive,pc
表冠一拉就出来了，这款手表不咋地！不过退货很快捷！没有产生社么麻烦！给亚马逊的服务赞一个！,zh,negative,watch
和照片上有差异感觉，我以为是很硬的塑料，原来是软塑料，没有图片好看，而且没有钥匙，我靠，如果密码忘记了，开不了，没有钥匙~~~~~~感觉像假的。两星是给快递的。,zh,negative,luggage
Je n’ai jamais reçu mon article.,fr,negative,apparel
Very comfortable and cute.,en,positive,apparel
Estoy encantada con esta compra. Me compré una lampara menos potente y apenas secaba los esmaltes. Con ésta rápidamente puedo hacer mi manicura. Completamente recomendada.,es,positive,beauty
子ども二人の4人家族です。 すぐ満杯にはなるけど沢山入るし薄いし見た目も良くて気に入ってます。 キャスターもしっかりしてます。,ja,positive,home
